fen	coda_cp	opp_cp	outcome
6k1/1p4p1/p1b2p2/P6p/1BP2Q2/5PP1/2q1RK1P/3r4 b - - 7 30	154	31	0.5
6k1/1p4p1/p1b2p2/P6p/2P2Q2/1q1rRPP1/5K1P/4B3 b - - 11 32	147	33	0.5
6k1/1p4p1/p1b2p2/P6p/2P2Q2/3rRPP1/5K1P/1q2B3 b - - 15 34	138	43	0.5
6k1/1p4p1/p1b2p2/P6p/2P2Q2/3rRPP1/5K1P/1q2B3 b - - 19 36	136	26	0.5
8/1p3kp1/p1b2p2/P6p/2P2Q1P/5PP1/4RK2/1q1rB3 b - - 0 38	143	37	0.5
6k1/1p4p1/p1b2p2/P6p/2P2Q1P/5PP1/4RK2/1qr1B3 b - - 4 40	131	36	0.5
8/1p4p1/p1b2p2/P4k1p/3B3P/2R2PP1/2r5/6K1 b - - 22 54	108	23	0.5
8/1p4p1/p4p2/P4k1p/7P/2B2bP1/5K2/8 b - - 1 56	107	16	0.5
8/1p6/p4p2/P2b1kpp/7P/2B3P1/5K2/8 b - - 1 58	101	1	0.5
8/1p6/p3bp2/P4k1p/7P/2B5/4K3/8 b - - 2 60	89	0	0.5
1r6/2p2k2/1p2b2p/2r1Ppp1/2P2P1P/R5P1/1R2BK2/8 w - - 0 45	113	32	0.5
3r4/2p2k2/1pr1b2p/4Ppp1/1RP2P1P/R5P1/4BK2/8 w - - 4 47	122	38	0.5
6r1/R1p2k2/1pr1b2p/4Pp2/1RP2p1P/4K1P1/4B3/8 w - - 0 49	128	39	0.5
2r5/R1p1k3/1pr1b2p/4Pp1P/1RP2P2/4K3/4B3/8 w - - 1 51	119	25	0.5
1r6/R1p1k3/1pr1b2p/4Pp1P/1RP2P2/4K3/4B3/8 w - - 5 53	122	28	0.5
1r6/R1p1k3/1pr1b2p/4Pp1P/1RP2P2/4K3/4B3/8 w - - 9 55	127	19	0.5
4rk2/2q1bpp1/8/p1Pp3n/Q7/5PPb/PP1RNB2/4K2B w - - 0 24	81	0	0.0
4rk2/2q2ppQ/8/p1Pp3n/8/5PPb/PP1bNB2/4K2B w - - 0 26	-235	-149	0.0
5k2/2q2ppQ/8/p1Pp4/8/5Pnb/PP2KB2/7B w - - 0 28	-214	-112	0.0
7Q/2q1kpp1/8/p1Pp4/8/5P1b/PP3B2/3K3n w - - 2 30	-272	-170	0.0
7r/p3q1kp/1r3pp1/3Q1P2/Ppp3P1/1P6/2PP1P1R/2KR4 b - - 0 25	-51	-145	0.0
7r/p3q1kp/1r3pP1/3Q4/Pp4P1/8/2pP1P1R/2K4R b - - 1 27	-409	-287	0.0
8/p3q1k1/1r3pPR/3Q4/Pp4P1/8/2pP1P2/2K5 b - - 0 29	-538	-298	0.0
8/p5k1/2Q2pPR/8/Pp4P1/8/2KP1P2/4q3 b - - 0 31	-631	-303	0.0
8/p5k1/2Q2pPR/8/P1K3P1/8/3P1P2/1q6 b - - 2 33	-713	-343	0.0
8/p5k1/5pPR/1K6/P1Q3P1/3q4/3P1P2/8 b - - 6 35	-676	-363	0.0
8/p7/2K2pPk/P7/2Q3P1/8/3P1P2/1q6 b - - 0 37	-738	-400	0.0
1q6/8/p1K2pPk/P4Q2/6P1/8/3P1P2/8 b - - 1 39	-763	-612	0.0
r2qkbnr/1p2pp1p/2n1b1p1/p1Pp4/8/2P1PN2/PP2BPPP/RNBQK2R w KQkq - 0 3	234	123	0.5
r2qk1nr/1p1bppbp/2n3p1/p1Pp4/3N4/2P1P3/PP2BPPP/RNBQ1RK1 w kq - 4 5	239	127	0.5
rq2k2r/1p1bppbp/2n2np1/p1PQ4/3N4/2P1P3/PP2BPPP/RNB2RK1 w kq - 1 7	238	118	0.5
rq3rk1/1p1bppbp/2n2np1/2P5/p2N4/Q1P1P3/PP2BPPP/RNB2RK1 w - - 2 9	209	110	0.5
r4rk1/3bppbp/1qn2np1/8/p2N4/Q1P1P3/PP1NBPPP/R1B2RK1 w - - 0 11	241	111	0.5
r4rk1/3bppbp/2n2np1/8/3N4/1qP1P3/P2NBPPP/R1B2RK1 w - - 0 13	242	95	0.5
r1r3k1/3bppbp/2n3p1/3n4/3N4/1NP1P3/PB2BPPP/R4RK1 w - - 3 15	197	93	0.5
r1r3k1/3bppbp/2n3p1/8/2PN4/1N2P3/nB2BPPP/R2R2K1 w - - 0 17	217	107	0.5
r1r1b1k1/4ppbp/6p1/8/2PN4/4P3/nB2BPPP/R2R2K1 w - - 2 19	220	104	0.5
r3b1k1/4ppbp/6p1/8/1nPN1P2/4P3/1B2B1PP/3R2K1 w - - 0 21	225	109	0.5
r3b1k1/5p1p/6p1/4b3/1nPN4/4P3/1B2BKPP/3R4 w - - 0 23	242	103	0.5
r3b1k1/5pbp/2n3p1/8/2PN4/2B1P2P/4BKP1/3R4 w - - 1 25	243	109	0.5
4b1k1/5pb1/2n3p1/2P4p/3N4/2B1P2P/r3BKP1/2R5 w - - 2 27	280	127	0.5
6k1/3b1pb1/2n3p1/2P4p/3N4/4P2P/4BKP1/B7 w - - 1 29	267	127	0.5
5k2/3b1pb1/6p1/2P1n2p/3NB3/4P2P/5KP1/B7 w - - 5 31	257	132	0.5
4k3/5pb1/6p1/2P1n2p/b2NB3/2B1P2P/4K1P1/8 w - - 9 33	262	110	0.5
3k1b2/5p2/2P3p1/3Bn2p/b2N4/2B1P2P/4K1P1/8 w - - 1 35	222	112	0.5
3k4/5p2/2P3p1/1bbBn2p/4P3/2B2N1P/4K1P1/8 w - - 3 37	225	93	0.5
3k4/5p2/2P3p1/1bbB3p/4Pn2/2B2N1P/3K2P1/8 w - - 7 39	199	65	0.5
3k4/5p2/2P3p1/1b1BB2p/3bP3/7P/3K2n1/8 w - - 0 41	151	44	0.5
8/5p2/1kP3p1/1b1BB2p/4P3/7P/3K2n1/8 w - - 3 43	188	32	0.5
8/2Pb1B2/1k6/4B1pp/4P3/7P/3K2n1/8 w - - 0 45	125	24	0.5
8/2Pb4/1k1B4/3B2pp/4P3/7P/3K2n1/8 w - - 4 47	95	9	0.5
8/2Pb1B2/2kB4/6pp/4P3/2K4P/6n1/8 w - - 8 49	141	10	0.5
8/8/5pk1/2nPr3/1r4P1/p2R1K1P/R7/2B5 w - - 5 51	119	23	0.5
8/3r4/5pk1/2n5/1r4PP/R4K2/R7/2B5 w - - 1 53	112	17	0.5
8/Rr1r1k2/5p2/2n4P/6P1/5K2/R7/2B5 w - - 3 55	98	16	0.5
8/1r6/4kp2/2n4P/6P1/5K2/1R6/2B5 w - - 2 57	122	15	0.5
8/1n3k2/5p2/7P/6P1/4K3/8/2B5 w - - 0 59	112	14	0.5
8/5k2/2n2p2/7P/6P1/4K3/1B6/8 w - - 4 61	110	17	0.5
8/5k2/4np2/7P/2K3P1/8/1B6/8 w - - 8 63	121	15	0.5
8/5k2/4np2/7P/2K3P1/4B3/8/8 w - - 12 65	96	12	0.5
3r4/bP2p1k1/6pp/3B1b2/8/3N2P1/4K2P/R7 b - - 8 30	-180	-88	0.5
1b1r4/1P2p1k1/6pp/3B4/2K5/6P1/7P/R7 b - - 2 32	-195	-80	0.5
1b1r4/1P2p1k1/R5p1/8/2K1B2p/6P1/7P/8 b - - 1 34	-191	-79	0.5
1b5r/1P2pk2/8/6R1/2K1B2p/6P1/7P/8 b - - 2 36	-161	-51	0.5
1b5r/1P6/4pk2/8/2K3Rp/3B2P1/7P/8 b - - 3 38	-112	-19	0.5
1b1r4/1P6/4pkR1/8/2K5/3B2P1/8/8 b - - 2 40	-99	-10	0.5
1b1r4/1P6/4pkR1/8/2K5/3B2P1/8/8 b - - 6 42	-100	-4	0.5
3r4/1P3k2/4p3/4b3/2K1B1R1/6P1/8/8 b - - 10 44	-89	-1	0.5
3r4/1P3k2/4p1R1/2K1b3/4B3/6P1/8/8 b - - 14 46	-86	0	0.5
1b1r4/1P3k2/2K1p3/8/4B1R1/6P1/8/8 b - - 18 48	-89	0	0.5
r2qr1k1/1p1bp1bp/3p1np1/5p2/ppPP4/1P2PNP1/P1N2PBP/R2Q1RK1 w - - 2 11	157	38	0.5
r2qr1k1/1p1b2bp/3p1np1/5p2/pNPPp3/1P2P1P1/P2N1PBP/R2Q1RK1 w - - 0 13	138	50	0.5
3qr2k/1p1b2bp/3p1np1/5p2/rNPPp3/4P1P1/P2N1PBP/RQ3RK1 w - - 0 15	150	61	0.5
r6k/1p1b2bp/3p1np1/q4p2/rNPPp3/PQ2P1P1/3N1PBP/R4RK1 w - - 1 17	134	31	0.5
r1b3k1/ppqn1pb1/2pp1np1/6B1/3NP3/N4P2/PPP3P1/2KRQB2 w - - 1 12	219	109	0.5
r1b3k1/ppqn1pb1/2p3p1/3n2B1/3N3Q/N4P2/PPP3P1/2KR1B2 w - - 0 14	231	113	0.5
r1b3k1/pp1n1pb1/2p3p1/3q2B1/3N3Q/N4P2/PPP3P1/2KR4 w - - 0 16	241	124	0.5
r1b3k1/pp1n4/2p2ppb/3q4/3N3Q/5P2/PPP3P1/1NKR4 w - - 0 18	224	107	0.5
r1b3k1/pp1n4/2p3p1/6p1/3N4/5P2/PPP3P1/1NKR4 w - - 0 20	247	98	0.5
r1b5/pp3k2/2p2np1/6p1/6P1/1N3P2/PPP5/1NKR4 w - - 3 22	250	115	0.5
r7/p4k2/1pp1bnp1/2N3p1/6P1/5P2/PPPN4/2KR4 w - - 0 24	231	101	0.5
r7/p4k2/1pp3p1/3b2p1/4N1P1/5P2/PPP5/2KR4 w - - 1 26	231	87	0.5
r7/p7/2p2kp1/1p1b2N1/5PP1/8/PPP5/2KR4 w - - 0 28	210	85	0.5
r7/8/p1p2kp1/3b2N1/p4PP1/1P6/2P5/2KR4 w - - 0 30	234	93	0.5
r7/8/p1p2kp1/6N1/P1b2PP1/8/8/2KR4 w - - 0 32	258	83	0.5
r5k1/3R4/p1p3p1/6N1/P1b2PP1/8/8/2K5 w - - 4 34	244	93	0.5
r5k1/3R4/p1p3p1/6N1/P1b2PP1/8/8/2K5 w - - 8 36	246	73	0.5
r7/6k1/2pR2p1/p5N1/P1b2PP1/8/3K4/8 w - - 2 38	204	76	0.5
r3b3/6k1/2pR2p1/p3N3/P4PP1/8/3K4/8 w - - 6 40	211	91	0.5
3rb3/6k1/1R4p1/p1p1N3/P4PP1/2K5/8/8 w - - 2 42	185	64	0.5
1R6/6k1/6p1/p1p1N1P1/b2r1P2/2K5/8/8 w - - 0 44	167	70	0.5
6k1/1R6/6N1/p1p3P1/b3rP2/2K5/8/8 w - - 1 46	162	51	0.5
6k1/1R6/6N1/p1p3P1/3r1P2/4K3/2b5/8 w - - 5 48	144	45	0.5
6k1/2R5/8/2p1N1P1/pr3P2/4K3/2b5/8 w - - 0 50	136	36	0.5
8/6k1/8/2R1N1P1/pr3P2/4K3/8/1b6 w - - 1 52	110	28	0.5
r5k1/1pp1q2p/3p1rb1/3Pn1P1/pPP2p2/2Q5/2B2P2/2KR3R w - - 0 24	194	96	0.5
4r1k1/1pp4p/3p1qb1/3Pn3/pPP2p2/2Q5/2B2P2/1K1R3R w - - 2 26	199	106	0.5
4r1k1/1pp3qp/3p2b1/3Pn3/pPPQ4/5p2/2B2P2/1K4RR w - - 2 28	181	91	0.5
4r1k1/2p4p/1p1p1qb1/3Pn3/pPPQ4/5p2/2B2P2/1K2R1R1 w - - 2 30	178	75	0.5
3r4/p2r1pk1/P2q1bpp/1Ppp4/5P2/1P3QP1/2R2PK1/3R1B2 w - - 5 29	200	90	0.5
3r4/p2r1pk1/P4bpp/1Ppp1q2/8/1P3QP1/3R1PK1/3R1B2 w - - 0 31	252	122	0.5
3r4/3r1pk1/Pp3b1p/2pp1p2/8/1P4P1/3R1PK1/3R1B2 w - - 0 33	268	137	0.5
r7/5pk1/Pp1r1b1p/1Bpp1p2/8/1P4P1/4RPK1/3R4 w - - 4 35	248	133	0.5
1R1b4/r4pk1/Pp1r3p/1Bpp1p2/8/1P4P1/5PK1/3R4 w - - 8 37	254	125	0.5
1R6/r1b2pk1/Pp1r4/1Bpp1p1p/5P2/1P3KP1/8/3R4 w - - 2 39	240	119	0.5
1R6/r1b2pk1/Pp1r4/1Bpp1p1p/5P2/1P3KP1/8/3R4 w - - 6 41	229	120	0.5
2Rb4/r4pk1/Pp1r4/1Bpp1p2/5P1p/1P3KP1/3R4/8 w - - 0 43	246	96	0.5
2Rb4/r4pk1/Pp1r4/1Bpp1p2/5P2/1P3K2/7R/8 w - - 2 45	195	96	0.5
1R1b4/r4p1k/Pp1r4/1B1p1p2/2p2P2/1P3K2/6R1/8 w - - 0 47	149	57	0.5
5k2/8/3Q1n2/5r2/p3q2P/8/6R1/6RK b - - 0 38	-225	-107	0.5
8/8/1Q2kn2/5r2/p3q2P/8/6R1/6RK b - - 4 40	-209	-94	0.5
8/8/1Q2kn2/5r2/p3q2P/8/6R1/6RK b - - 8 42	-199	-84	0.5
8/4k3/1Q3n2/5r2/p6q/8/6R1/2R3K1 b - - 1 44	-202	-72	0.5
8/3nk3/8/4r3/p6q/8/3Q2R1/2R3K1 b - - 5 46	-180	-65	0.5
8/4k1R1/5n2/4r3/p3q3/2Q5/8/2R3K1 b - - 9 48	-163	-65	0.5
8/5k2/5n2/4r3/p3q3/2Q3R1/8/3R2K1 b - - 13 50	-154	-51	0.5
8/5k2/4rn2/4q3/p7/3Q2R1/8/5RK1 b - - 17 52	-158	-40	0.5
4k3/6R1/4rR2/4q3/p7/3Q4/8/6K1 b - - 0 54	-193	-60	0.5
6k1/Rp6/5rnb/1p1pp2p/1B4p1/4P1P1/2rN1P1P/5RK1 w - - 2 24	-199	-113	0.5
5bk1/1R6/5rn1/B2pp2p/1p4p1/4P1P1/2rN1P1P/5RK1 w - - 0 26	-229	-117	0.5
5bk1/8/2r3n1/BR1pp2p/1p4p1/4P1P1/3N1P1P/2rR2K1 w - - 4 28	-241	-82	0.5
5bk1/8/6n1/B1Rpp2p/1p4p1/4P1P1/3N1P1P/5rK1 w - - 0 30	-252	-78	0.5
6k1/4n3/8/B1bpp2p/1p2P1p1/6P1/3N1P1P/5K2 w - - 1 32	-196	-72	0.5
6k1/8/3b4/B2np2p/1p4p1/1N4P1/5P1P/5K2 w - - 0 34	-158	-62	0.5
8/8/3bk3/B2np2p/1p4p1/1N1K2P1/5P1P/8 w - - 4 36	-160	-60	0.5
5b2/8/4k3/B2np2p/1pK3p1/6P1/3N1P1P/8 w - - 8 38	-137	-57	0.5
5b2/8/4k3/B2np2p/1pK3p1/6P1/3N1P1P/8 w - - 12 40	-137	-55	0.5
8/8/4kn2/4p2p/1bK3p1/1N4P1/5P1P/8 w - - 0 42	-132	-49	0.5
2q5/1b3rpk/1p1b1pNp/p1p2P1Q/P2Pp3/1PP1P3/1B5P/R6K b - - 1 22	196	112	0.5
2q5/1br3pk/1p1b1p1p/p4P1Q/P2pp1N1/1PP1P3/1B5P/R6K b - - 3 24	249	103	0.5
5q2/2r3pk/1pbb1p1p/p4P1Q/P1PBp1N1/1P2P3/7P/R6K b - - 0 26	289	108	0.5
4bq2/2r3pk/1p3p1p/p1b2P2/P1PBp1N1/1P2P2Q/R6P/7K b - - 4 28	312	114	0.5
4b3/3r2pk/1p1q1p1p/p1b2P2/P1PBp1N1/1P2P2Q/3R3P/6K1 b - - 8 30	265	119	0.5
8/2qr1bpk/1p3p1p/p1b2P2/P1PBp1N1/1P2P1Q1/3R3P/6K1 b - - 12 32	210	98	0.5
2q5/3r2pk/1p3p1p/p1b2P1b/P1PBpQN1/1P2P2P/3R4/6K1 b - - 2 34	265	57	0.5
4q3/6pk/1p1r1p1p/p1b2P1b/P1PBpQN1/1P2P2P/3RK3/8 b - - 6 36	256	50	0.5
q7/6pk/1p1r1p1p/p4P1b/PbPBpQN1/1P2P2P/8/3R1K2 b - - 10 38	259	51	0.5
8/6pk/1pqr1p1p/p4P1b/P1PBp1NQ/1Pb1P2P/8/3R1K2 b - - 14 40	252	57	0.5
4q3/6pk/1p1r1p1p/p4P1b/PbPBp1NQ/1P2P2P/4K3/6R1 b - - 18 42	245	55	0.5
4q3/6pk/1p1r1p1p/p4P1b/P1PBp1N1/bP2P1QP/4K3/3R4 b - - 22 44	248	51	0.5
8/6pk/1pqr1p1p/p4P1b/P1PBp1N1/bP2P1QP/4K3/3R4 b - - 26 46	236	51	0.5
3r4/6pk/1pq2p1p/p4P1b/PbPBp1N1/1P2P1QP/4K3/3R4 b - - 30 48	217	48	0.5
3r4/6pk/1pq2p1p/p4P1b/PbPBpQN1/1P2P2P/8/3R1K2 b - - 34 50	213	48	0.5
3r4/6pk/1pq2p1p/p4P1b/PbPBpQN1/1P2P2P/8/3R1K2 b - - 38 52	204	50	0.5
8/6pk/1pqr1p1p/p1b2P1b/P1PBpQN1/1P2P2P/3RK3/8 b - - 42 54	204	48	0.5
8/6pk/1pqr1p1p/p4P1b/PbPBpQN1/1P2P2P/8/3R1K2 b - - 46 56	198	53	0.5
8/6pk/1pqr1p1p/p4P1b/PbPBp1N1/1P2P1QP/6K1/3R4 b - - 50 58	189	51	0.5
8/6pk/1pqr1p1p/p4P1b/PbPBpQN1/1P2P2P/8/3R2K1 b - - 54 60	189	53	0.5
3r4/6pk/1pq2p1p/p1b2P1b/P1PBpQN1/1P2P2P/8/3R1K2 b - - 58 62	182	45	0.5
3rb3/1q4pk/1p3p1p/p1b2P2/P1PBpQ2/1P2P2P/5NK1/3R4 b - - 62 64	179	48	0.5
3r4/1q4pk/1p3p1p/p4P1b/PbPBpQN1/1P2P2P/8/3R1K2 b - - 66 66	177	46	0.5
8/1q1r2pk/1p3p1p/p1b2P1b/P1PBpQN1/1P2P2P/8/3R1K2 b - - 70 68	174	41	0.5
8/1q1r2pk/1p3p1p/p1b2P1b/P1PBpQN1/1P2P2P/8/3R1K2 b - - 74 70	168	37	0.5
3r4/6pk/1pq2p1p/p1b2P1b/P1PBpQN1/1P2P2P/8/3R1K2 b - - 78 72	152	40	0.5
3r4/6pk/1pqb1p1p/p4P1b/P1PBp1N1/1P2P2P/5QK1/3R4 b - - 82 74	161	36	0.5
3r4/6pk/1pqb1p1p/p4P1b/P1PBp1N1/1P2P2P/5QK1/3R4 b - - 86 76	149	24	0.5
3r4/6pk/1pq2p1p/p4P1b/P1PBpQN1/bP2P2P/8/3R1K2 b - - 90 78	118	0	0.5
8/1pr2k1p/1n1r1bp1/1B1Ppp2/pP2p3/P3P2P/KB1R1PP1/6R1 w - - 4 22	126	-34	0.0
8/1pr2k2/1n1r1bpp/1B1Pp3/pP2p1pP/P3P3/KB1R1P2/6R1 w - - 0 24	-430	-213	0.0
8/1pr2k2/3r1bpp/1B2p3/pP2p1RP/P3n3/1B1R1P2/1K6 w - - 0 26	-377	-200	0.0
8/1pr2k2/3R1bpp/4p3/BP2p2P/P7/1B3n2/1K6 w - - 0 28	-430	-215	0.0
8/1pr1bk2/3R2p1/1P2p2p/B3p2P/P7/5n2/1KB5 w - - 1 30	-405	-206	0.0
8/1pr1b1k1/6p1/1P1Rp2p/4p2P/PB1n4/8/1KB5 w - - 5 32	-396	-233	0.0
8/2r3k1/1p4p1/1P1Rp2p/P3p2b/1B1n4/3B4/1K6 w - - 0 34	-418	-225	0.0
8/2r3k1/3R2p1/pP2p2p/4p3/1B1n4/3B1b2/1K6 w - - 0 36	-523	-240	0.0
1r6/6k1/1P1R2p1/B3p2p/4p3/1B1n4/5b2/1K6 w - - 1 38	-438	-296	0.0
1r6/6k1/1P1R2p1/B6p/2B1p3/3np3/5b2/1K6 w - - 0 40	-624	-346	0.0
1r6/7k/1P1R2p1/7p/2B1p3/2Bn4/2K1pb2/8 w - - 2 42	-758	-380	0.0
1r6/3R4/1P5k/6pp/2B1p3/3n4/2KBpb2/8 w - - 0 44	-739	-373	0.0
2r5/7k/1P1R4/3B2pp/4p3/3n4/2KBpb2/8 w - - 4 46	-836	-430	0.0
2r5/7k/1P1R4/2nB2pp/4p3/K7/3B1b2/4q3 w - - 0 48	-886	-434	0.0
2r5/7k/1P3R2/2nB2p1/4p2p/K7/8/4b3 w - - 0 50	-857	-501	0.0
2r5/2R5/1P5k/2nB2p1/1b2p2p/K7/8/8 w - - 4 52	-923	-559	0.0
1r5k/4p2p/6p1/4nq2/2pbN2P/R5P1/Q3RPK1/8 b - - 0 32	-221	-82	0.5
Rr5k/4p3/6pp/4nqN1/3b3P/2p3P1/Q3RPK1/8 b - - 1 34	-200	-66	0.5
Q7/4p1k1/6pp/4nq2/3b3P/2p2NP1/4RPK1/8 b - - 2 36	-212	-65	0.5
8/4p1k1/6pp/8/3b3P/2p2KP1/4RP2/8 b - - 0 38	-209	-46	0.5
8/4pk2/2R2bpp/8/7P/2p2KP1/5P2/8 b - - 4 40	-209	-45	0.5
8/3kp3/5bpp/2R5/4K2P/2p3P1/5P2/8 b - - 8 42	-204	-41	0.5
8/4p3/R3kbp1/7p/4K2P/2p3P1/5P2/8 b - - 1 44	-202	-36	0.5
R3k3/4p3/5bp1/7p/7P/2p1K1P1/5P2/8 b - - 5 46	-202	-31	0.5
8/4pkb1/6p1/R6p/4K2P/2p3P1/5P2/8 b - - 9 48	-158	-48	0.5
8/4pk2/6p1/2R4p/7P/2pK2P1/3b1P2/8 b - - 13 50	-160	-25	0.5
8/4p1k1/2R3p1/7p/7P/2p3P1/3bKP2/8 b - - 17 52	-145	-40	0.5
8/4p1k1/2R3p1/7p/7P/2p2PP1/3b4/3K4 b - - 2 54	-219	-31	0.5
8/4p1k1/2R3p1/7p/7P/2p2PP1/3b4/3K4 b - - 6 56	-209	-21	0.5
8/4pk2/2R5/6pP/7P/2p2P2/3b4/3K4 b - - 0 58	-348	-169	0.5
8/4pk2/8/7P/8/2p2PRp/3b4/3K4 b - - 1 60	-305	-166	0.5
8/4p1k1/8/7P/8/2p2P1R/2Kb3p/8 b - - 3 62	-470	-194	0.5
8/4p3/7k/7P/5b2/2p2P1R/2K5/8 b - - 2 64	-378	-81	0.5
8/4p3/5b1k/7P/8/2pK1P2/7R/8 b - - 6 66	-302	-23	0.5
8/4p3/5b1k/5K1P/8/2p2P2/7R/8 b - - 10 68	-267	-12	0.5
8/4p3/4Kb1k/7P/5P2/2p5/7R/8 b - - 2 70	-259	0	0.5
8/4p3/4Kb1k/7P/5P2/2p5/7R/8 b - - 6 72	-259	-2	0.5
8/3b4/1p1bp2k/p7/P1P1B1KP/1P1N1P2/8/8 b - - 12 53	-177	-97	0.5
4b3/4b3/1p2p2k/p7/P1P1B1KP/1P1N1P2/8/8 b - - 16 55	-174	-85	0.5
8/8/1p1bp2k/p6b/P1P1B2P/1P1NKP2/8/8 b - - 20 57	-186	-91	0.5
4b3/4b3/1p2p2k/p1P5/P3B2P/1P1N1P2/3K4/8 b - - 0 59	-180	-83	0.5
4b3/8/4p2k/p1p5/P1K1B2b/1P1N1P2/8/8 b - - 1 61	-220	-79	0.5
4b3/6k1/4N3/p7/P1K1B3/1P3Pb1/8/8 b - - 0 63	-224	-81	0.5
4b3/8/5k2/P1N5/1pK1B3/5P2/5b2/8 b - - 0 66	-182	-78	0.5
4b3/8/8/P2Bk3/2K5/1N3P2/5b2/8 b - - 2 68	-167	-82	0.5
4b3/2k5/8/P7/2KNB3/5P2/5b2/8 b - - 6 70	-168	-75	0.5
1k6/3b4/8/PN6/2K1BP2/8/5b2/8 b - - 0 72	-182	-79	0.5
rnb1kb1r/3p1pp1/p3p3/1pp1P3/5Pn1/2NP2Pq/PPP1B2P/R1BQK2R w KQkq - 2 7	183	66	0.5
rnb1kb2/3p1pp1/p3p3/1pp1P3/5PB1/2NP2P1/PPP5/R1BQK2r w Qq - 0 9	166	72	0.5
r1b1kb2/3p1pp1/p1n1p3/1pp1P3/5P2/2NP2P1/PPP2K2/R1BB4 w q - 1 11	178	82	0.5
r3kb2/1b1p1pp1/p1n1p3/2p1P3/Pp3P2/2NPB1P1/1PP2K2/R2B4 w q - 0 13	166	64	0.5
r3kb2/1b1p1pp1/p3p3/2p1P3/P2nNP2/2pPB1P1/1P3K2/R2B4 w q - 0 15	168	66	0.5
r3kb2/3p1pp1/p3p3/2NbPn2/P4P2/2PPB1P1/5K2/R2B4 w q - 1 17	222	56	0.5
1r2k3/3pbpp1/p3p3/3bPn2/P4P2/1NPP2P1/3B1K2/R2B4 w - - 5 19	173	44	0.5
1r2k3/3pb1p1/p3pp2/3bP3/P4PPn/1NPP4/3B1K2/1R1B4 w - - 1 21	161	45	0.5
r1b2r1k/2pq2pp/1pnp4/1N2p1B1/1PPb3n/3P3P/4BPP1/1R1Q1RK1 w - - 0 15	227	86	0.5
1r3r1k/1bpq2pp/1pnp4/1N2p3/1PPb3B/3P1B1P/5PP1/1R1Q1RK1 w - - 3 17	233	74	0.5
1r5k/1bpq2pp/1pnp4/1N2p3/1PPb4/3P1rBP/5PP1/1R1QR1K1 w - - 0 19	241	112	0.5
1r5k/1bpq2pp/1p1p4/1Nb1p3/1nP5/3P2BP/4QPP1/1R2R1K1 w - - 2 21	241	119	0.5
1r5k/1bpq2p1/1pnp3p/1Nb1p3/2P5/3P2BP/3Q1PPK/1R2R3 w - - 2 23	236	108	0.5
4r2k/1bpq2p1/1pn4p/1Nb1p3/2P5/3P2BP/3Q2PK/1R2R3 w - - 0 25	231	112	0.5
4r2k/1bp3p1/1p5p/1Nb1p3/2Pn2q1/3P2BP/6PK/1R2R3 w - - 0 27	187	91	0.5
r2qr1k1/1b2bpp1/ppn2n1p/2pNN3/3P4/1P4P1/PBQ1PPBP/3R1RK1 b - - 0 10	-256	-125	0.5
r2qr1k1/1b2bpp1/pp5p/2pnPQ2/8/1P4P1/PB2PPBP/3R1RK1 b - - 0 12	-257	-128	0.5
r2qrbk1/1b3p2/pp4pp/2pnP3/8/1P4P1/PB1RPPBP/1Q3RK1 b - - 3 14	-237	-129	0.5
r3rbk1/5p2/pp4pp/2pBP1q1/8/1P4P1/PB2PP1P/1Q3RK1 b - - 0 16	-221	-115	0.5
3rrbk1/5p2/p5pp/1ppBP1q1/4P3/1P1Q2P1/PB3P1P/5RK1 b - - 0 18	-227	-124	0.5
3rr1k1/4qpb1/p5pp/1ppBP3/4PP1P/1P1Q2P1/PB6/5RK1 b - - 0 20	-225	-113	0.5
3rr3/4qpbk/p5p1/1ppBP2p/4PP1P/1PBQ2P1/P5K1/5R2 b - - 1 22	-227	-114	0.5
3r4/3rqpbk/p5p1/BppBP2p/4PP1P/1P3QP1/P5K1/5R2 b - - 5 24	-204	-124	0.5
5r2/3rqp1k/p1B3pb/Bpp1P2p/4PP1P/PP3QP1/6K1/5R2 b - - 2 26	-256	-125	0.5
3r1r2/4qp1k/p5pb/1ppBP2p/4PP1P/PPB2QP1/6K1/5R2 b - - 6 28	-277	-127	0.5
3r2r1/4qpbk/p5p1/BppBP2p/4PPPP/PP3Q2/6K1/5R2 b - - 2 30	-268	-122	0.5
3r4/ppk3p1/2p2p1r/P5N1/n2pP2P/6PB/bPP5/2KR3R w - - 0 21	245	118	0.5
3r4/ppk3p1/5p1r/P1p5/3pP2P/1Pn2NPB/b1P5/2KR3R w - - 1 23	263	112	0.5
3r4/ppk3p1/5p1r/P1p5/3pP2P/1b3NPB/1KP5/3R4 w - - 0 25	229	133	0.5
3r4/ppk5/4Bp1r/P1p5/3pP2p/1P3NP1/1K6/3R4 w - - 0 27	303	110	0.5
3r4/p1k5/4Bp1r/p1p5/3pP2N/1P4P1/2K5/3R4 w - - 0 29	215	121	0.5
4r3/p7/1k3p1r/p1pB4/3pP2N/1P1K2P1/8/3R4 w - - 4 31	254	120	0.5
8/p7/1k3p2/p1pBrN1r/3pP3/1P1K2P1/8/5R2 w - - 8 33	212	83	0.5
8/p7/3N1p2/p1pBr2r/1k1pPR2/1P1K2P1/8/8 w - - 12 35	185	102	0.5
