fen	played_uci	coda_cp	opp_cp	dur	src
r2q1rk1/3nbpp1/2pp1nP1/p7/1p1QP1P1/P1N1B3/1PP1BP2/R3K2R b KQ - 0 11	d6d5	-148	-86	2	runA150.pgn
r1b2rk1/pp1nbpp1/2pp1n1p/q7/2PQP3/2N2N1P/PP2BPP1/R1B2RK1 b - - 6 7	f8e8	-82	-38	3	runA150.pgn
r1b1r1k1/pp1nbpp1/2pp1n1p/q7/2PQP3/2N1BN1P/PP2BPP1/R4RK1 b - - 8 8	a7a6	-92	-28	3	runA150.pgn
r1b1r1k1/1p1nbpp1/p1pp1n1p/q7/2PQP3/2N1BN1P/PP2BPP1/R2R2K1 b - - 1 9	a5h5	-79	-39	3	runA150.pgn
r1b1kb1r/1p3pp1/p3p3/2pnq3/2P1N3/1P3BPp/P4P1P/R1BQ1RK1 b kq - 0 12	e5a1	-118	-68	3	runA150.pgn
r1b1kb1r/1p3pp1/p3p3/2pP4/4N3/1P3BPp/P4P1P/q1BQ1RK1 b kq - 0 13	c8d7	-129	-71	3	runA150.pgn
r3kb1r/1p1b1pp1/p3p3/2pP4/4N3/1P3BPp/P1Q2P1P/q1B2RK1 b kq - 2 14	a1e5	-131	-51	3	runA150.pgn
3r4/1k6/ppb5/2p5/5PB1/1P1p2P1/P6P/3R2K1 b - - 0 30	b6b5	48	0	2	runA150.pgn
3r4/1k6/p1b5/1pp5/5PB1/1P1p2P1/P4K1P/3R4 b - - 1 31	c5c4	74	-2	2	runA150.pgn
r1bnk1nr/2p1qp1p/1p1p2pb/p2Pp3/2P1P3/5N2/PPB2PPP/RNBQK2R w KQkq - 4 7	c1h6	93	52	3	runA150.pgn
r1bnk2r/2p1qp1p/1p1p2pn/p2Pp3/2P1P3/5N2/PPB2PPP/RN1QK2R w KQkq - 0 8	b1c3	79	39	3	runA150.pgn
r1bnk2r/2p1q2p/1p1p2pn/p2Ppp2/2P1P3/2N2N2/PPB2PPP/R2QK2R w KQkq - 0 9	c2a4	95	38	3	runA150.pgn
r2qkb1r/1p1bp2p/1np2np1/pP1pNp2/P2P4/4P3/1BPN1PPP/R2QKB1R b KQkq - 3 7	f8g7	-163	-98	4	runA150.pgn
r2qk2r/1p1bp1bp/1nP2np1/p2pNp2/P2P4/4P3/1BPN1PPP/R2QKB1R b KQkq - 0 8	d7c6	-146	-82	4	runA150.pgn
r2qk2r/1p2p1bp/1nb2np1/p2pNp2/P1PP4/4P3/1B1N1PPP/R2QKB1R b KQkq - 0 9	e8g8	-157	-97	4	runA150.pgn
1rbq1rk1/p1pnnpb1/3p2pp/4pP2/1p4P1/2NPP3/PPPBQ1BP/2K2RNR w - - 0 8	c3d5	38	-90	2	runA150.pgn
1rbq1rk1/p1pn1pb1/3p2pp/3npP2/1p4P1/3PP3/PPPBQ1BP/2K2RNR w - - 0 9	g2d5	28	-85	2	runA150.pgn
rnbqk2r/1p4pp/2pbpn2/p2p1p2/P1PP4/1P2PN2/4BPPP/RNBQ1RK1 b kq - 0 5	b8a6	-70	-28	2	runA150.pgn
r1bqk2r/1p4pp/n1pbpn2/p2p1p2/P1PP4/BP2PN2/4BPPP/RN1Q1RK1 b kq - 2 6	a6b4	-62	-19	2	runA150.pgn
5r1k/3b4/1p1Pp3/p4q1p/P1B2bNQ/2P2P2/1P4RP/7K b - - 2 36	d7c6	-142	-50	49	runA150.pgn
5r1k/8/1pbPp3/p4q1p/P4bNQ/2P2P2/1P2B1RP/7K b - - 4 37	f8g8	-142	-100	49	runA150.pgn
6rk/8/1pbPp3/p4q1p/P4bNQ/2P2P2/1P4RP/3B3K b - - 6 38	f5g5	-188	-102	49	runA150.pgn
3rk1r1/pbp1bp2/1pp2np1/7p/4PN1P/1PN2P2/PBP3P1/2KR3R w - - 1 12	f4d3	113	49	10	runA150.pgn
3rk1r1/pbpnbp2/1pp3p1/7p/4P2P/1PNN1P2/PBP3P1/2KR3R w - - 3 13	c3e2	113	61	10	runA150.pgn
3rk1r1/1bpnbp2/1pp3p1/p6p/4P2P/1P1N1P2/PBP1N1P1/2KR3R w - - 0 14	e2f4	124	43	10	runA150.pgn
6r1/2p1kp2/1p6/2n4p/4P2P/1p3P2/PBP5/2KR4 w - - 0 23	c2b3	71	23	9	runA150.pgn
6r1/2pnkp2/1p6/7p/4P2P/1P3P2/PB6/2KR4 w - - 1 24	d1d5	96	23	9	runA150.pgn
8/2pnkp2/1p6/3R3p/4P2P/1P3Pr1/PB6/2K5 w - - 3 25	d5f5	77	13	9	runA150.pgn
8/2k5/7R/3K1r2/8/2B5/8/8 w - - 13 53	c3e5	83	23	38	runA150.pgn
8/1k6/7R/3KBr2/8/8/8/8 w - - 15 54	h6e6	91	19	38	runA150.pgn
8/1k3r2/4R3/3KB3/8/8/8/8 w - - 17 55	e6h6	71	13	38	runA150.pgn
r7/3bkpp1/4pn2/p2pN2p/1r1P4/1P1BK2P/P4PP1/R6R b - - 0 16	f6e8	76	25	2	runA150.pgn
r3n3/3bkpp1/4p3/p2pN2p/1r1P2P1/1P1BK2P/P4P2/R6R b - - 0 17	h5g4	63	21	2	runA150.pgn
4k2r/2pr2bp/1pn3p1/p3pp2/P3P3/2P1B3/1P1NKPPP/R6R w k - 0 14	f2f3	104	16	7	runA150.pgn
7r/2pr1kbp/1pn3p1/p3pp2/P3P3/2P1BP2/1P1NK1PP/R6R w - - 1 15	a1d1	77	24	7	runA150.pgn
7r/2pr2bp/1pn1k1p1/p3pp2/P3P3/2P1BP2/1P1NK1PP/3R3R w - - 3 16	d2c4	76	21	7	runA150.pgn
8/1np1r1bp/1p2k3/p3p1P1/PP3pNP/2P2P2/4KB2/3R4 w - - 1 32	h4h5	80	5	2	runA150.pgn
4r3/1np3bp/1p2k3/p3p1PP/PP3pN1/2P2P2/4KB2/3R4 w - - 1 33	b4b5	74	21	2	runA150.pgn
2rqk2r/1bnpnpbp/4p1p1/p1p5/Pp2PP2/2PP1N2/1P1BBNPP/2RQK2R w Kk - 2 9	h2h4	82	28	4	runA150.pgn
2rqk2r/1bnpnpb1/4p1p1/p1p4p/Pp2PP1P/2PP1N2/1P1BBNP1/2RQK2R w Kk - 0 10	d3d4	44	-13	4	runA150.pgn
2rqk2r/1b1pnpb1/n3p1p1/p1p4p/Pp1PPP1P/2P2N2/1P1BBNP1/2RQK2R w Kk - 1 11	c3b4	31	-17	4	runA150.pgn
r2q1rk1/pb2bppp/4p2n/np6/2p1PP2/P1P2NPP/1P1N2BK/R1BQ1R2 b - - 2 11	e7c5	82	37	8	runA150.pgn
r2q1rk1/pb3ppp/4p2n/npb5/2p1PP2/P1P2NPP/1P1N2BK/1RBQ1R2 b - - 4 12	a8c8	92	36	8	runA150.pgn
2rq1rk1/pb3ppp/4p2n/npb5/2p1PP2/P1P2NPP/1P1NQ1BK/1RB2R2 b - - 6 13	d8c7	88	44	8	runA150.pgn
r1b2rk1/1p1n1ppp/2pq4/pP1p4/P7/R2BP2P/2PQ1PP1/1N3RK1 b - - 4 10	d7e5	98	54	10	runA150.pgn
r1b2rk1/1p3ppp/2pq4/pP1pn3/P7/R1QBP2P/2P2PP1/1N3RK1 b - - 6 11	e5d3	119	49	10	runA150.pgn
r1b2rk1/1p3ppp/2pq4/pP1p4/P7/R2QP2P/2P2PP1/1N3RK1 b - - 0 12	f8d8	128	41	10	runA150.pgn
3r4/5p2/ppk1p1p1/2b1P2p/PpP2P1P/1P1N2P1/4K3/3R4 b - - 6 33	d8d7	-44	-2	2	runA150.pgn
8/3r1p2/ppk1p1p1/2b1P2p/PpP2P1P/1P1N2P1/3RK3/8 b - - 8 34	c6c7	-45	0	2	runA150.pgn
rnbqkb1r/1p2np1p/p2pp1p1/8/2PP4/1P6/P3NPPP/RNBQKB1R w KQkq - 1 5	g2g3	57	17	5	runA150.pgn
r1bqkb1r/1p2np1p/p1npp1p1/8/2PP4/1P4P1/P3NP1P/RNBQKB1R w KQkq - 1 6	b1c3	60	15	5	runA150.pgn
r1bqk2r/1p2npbp/p1npp1p1/8/2PP4/1PN3P1/P3NP1P/R1BQKB1R w KQkq - 3 7	f1g2	54	13	5	runA150.pgn
2r1r1k1/3qnp2/p1n3p1/1pBp3p/3P1Q2/1PN3Pb/P4PB1/3RR1K1 w - - 0 21	g2h1	64	-6	3	runA150.pgn
2r1r3/3qnpk1/p1n3p1/1pBp3p/3P1Q2/1PN3Pb/P4P2/3RR1KB w - - 2 22	b3b4	53	6	3	runA150.pgn
2r1r3/3qn1k1/p1n2pp1/1pBp3p/1P1P1Q2/2N3Pb/P4P2/3RR1KB w - - 0 23	a2a4	64	7	3	runA150.pgn
r3k1nr/4bppp/q3p3/p1npP3/1p1p1B1P/1P3PP1/PNP1N1K1/R2Q3R b kq - 3 11	e7d8	94	30	3	runA150.pgn
r2bk1nr/5ppp/q3p3/p1npP2P/1p1p1B2/1P3PP1/PNP1N1K1/R2Q3R b kq - 0 12	h7h6	80	34	3	runA150.pgn
r2bk1nr/5pp1/q3p2p/p1npP2P/1p1N1B2/1P3PP1/PNP3K1/R2Q3R b kq - 0 13	g8e7	83	28	3	runA150.pgn
8/3qrp1R/1p2k1pQ/p1p1p3/P7/1P1P1P2/4P1K1/8 b - - 8 35	e6d6	69	0	2	runA150.pgn
5Q2/3qrp1R/1p1k2p1/p1p1p3/P7/1P1P1P2/4P1K1/8 b - - 10 36	d6d5	89	0	2	runA150.pgn
1r6/3p1kp1/p1b1p1n1/P5P1/2P2P2/bN1P2K1/3B4/2RB4 w - - 1 27	c1a1	62	-2	3	runA150.pgn
1r6/3p1kp1/p1bbp1n1/P5P1/2P2P2/1N1P2K1/3B4/R2B4 w - - 3 28	d3d4	46	0	3	runA150.pgn
1r6/3p1kp1/p2bp1n1/P5P1/2PPbP2/1N4K1/3B4/R2B4 w - - 1 29	d2e3	46	0	3	runA150.pgn
6k1/2r4p/1p2b1p1/1B2B3/pP5P/N4P2/r5P1/1R2K3 b - - 0 29	c7c8	108	56	2	runA150.pgn
2r3k1/7p/Bp2b1p1/4B3/pP5P/N4P2/r5P1/1R2K3 b - - 2 30	c8a8	87	41	2	runA150.pgn
r4rk1/2p1n1pp/1pn2p2/1p1pp3/PP6/1P1P1BPq/2QBPP2/R1R3K1 w - - 0 13	a4b5	0	-57	4	runA150.pgn
r4rk1/2p1n1pp/1p3p2/1P1pp3/1P1n4/1P1P1BPq/2QBPP2/R1R3K1 w - - 1 14	c2c7	0	-46	4	runA150.pgn
r4rk1/2Q1n1pp/1p3p2/1P1pp3/1P6/1P1P1nPq/3BPP2/R1R3K1 w - - 0 15	e2f3	55	-34	4	runA150.pgn
2R1rr2/3Q2pk/1p3p2/1P1ppn1p/1P6/1P1P1PPq/3B1P2/2R3K1 w - - 2 20	c8e8	-245	-163	11	runA150.pgn
4r3/3Q2pk/1p3p2/1P1ppn1p/1P6/1P1P1PPq/3B1P2/2R3K1 w - - 0 21	d2c3	-233	-179	11	runA150.pgn
4r3/3Q2pk/1p3p2/1P1ppn2/1P5p/1PBP1PPq/5P2/2R3K1 w - - 0 22	g3g4	-202	-145	11	runA150.pgn
4rrk1/p3qp1p/1pR2bpQ/3pN3/5P2/Pn2P3/1B4PP/5RK1 b - - 5 20	d5d4	78	21	2	runA150.pgn
4rrk1/p3qp1p/1pR2bpQ/4N3/3P1P2/Pn6/1B4PP/5RK1 b - - 0 21	f6g7	70	18	2	runA150.pgn
r1bqk2r/1pp1bpp1/p2p1n1p/2nPp3/2P1P3/P1N2N2/1P3PPP/R1BQKB1R w KQkq - 5 5	d1c2	122	56	2	runA150.pgn
r2qk2r/1pp1bpp1/p2p1n1p/2nPp3/2P1P1b1/P1N2N2/1PQ2PPP/R1B1KB1R w KQkq - 7 6	b2b4	87	35	2	runA150.pgn
r2qk2r/1ppnbpp1/3p1n1p/p2Pp3/1PP1P1b1/P1N2N2/2Q1BPPP/R1B1K2R w KQkq - 0 8	a1b1	112	49	8	runA150.pgn
r2qk2r/1ppnbpp1/3p1n1p/3Pp3/1pP1P1b1/P1N2N2/2Q1BPPP/1RB1K2R w Kkq - 0 9	a3b4	121	44	8	runA150.pgn
r2qk2r/1p1nbpp1/3p1n1p/2pPp3/1PP1P1b1/2N2N2/2Q1BPPP/1RB1K2R w Kkq c6 0 10	e1g1	133	51	8	runA150.pgn
6r1/1p2kp2/3p4/2nPp3/2P1P3/r1N3P1/5PK1/1RR5 w - - 1 32	c1c2	100	37	8	runA150.pgn
2r5/1p2kp2/3p4/2nPp3/2P1P3/r1N3P1/2R2PK1/1R6 w - - 3 33	c3d1	102	35	8	runA150.pgn
2r5/1p2kp2/3p4/3Pp3/2P1n3/r5P1/2R2PK1/1R1N4 w - - 0 34	b1b7	71	31	8	runA150.pgn
1r1qr1k1/2p3b1/p1B1b1pp/P3pp2/8/2PP2P1/2P2P1P/R1BQR1K1 b - - 4 16	e6d7	-148	-86	9	runA150.pgn
1r1qr1k1/2pb2b1/p5pp/P3pp2/8/2PP2P1/2P2PBP/R1BQR1K1 b - - 6 17	d8f6	-133	-93	9	runA150.pgn
1r2r1k1/2pb2b1/p4qpp/P3pp2/8/2PP2P1/2PB1PBP/R2QR1K1 b - - 8 18	d7c6	-167	-90	9	runA150.pgn
8/1Rp1rqbk/2Pr3p/5pp1/QB2p1P1/3P4/2P2P1P/4R1K1 b - - 2 31	e4d3	-92	-3	6	runA150.pgn
8/1Rp1Rqbk/2Pr3p/5pp1/QB4P1/3p4/2P2P1P/6K1 b - - 0 32	d3d2	-109	0	6	runA150.pgn
8/1Rp1Rqbk/2Pr3p/5pp1/Q5P1/8/2PB1P1P/6K1 b - - 0 33	f7e7	-73	-3	6	runA150.pgn
1rbqkb1r/p1p1np1p/6p1/2p1p3/Pp2P3/3PB1P1/1PPN1P1P/R2QK1NR b KQk - 3 6	e7c6	69	19	5	runA150.pgn
1rbqkb1r/p1p2p1p/2n3p1/2p1p3/Pp2P3/1P1PB1P1/2PN1P1P/R2QK1NR b KQk - 0 7	c8e6	55	6	5	runA150.pgn
1r1qkb1r/p1p2p1p/2n1b1p1/2p1p3/Pp2P3/1P1PB1P1/2PNQP1P/R3K1NR b KQk - 2 8	c6d4	60	6	5	runA150.pgn
5rk1/p5bp/6p1/2p1p3/PpPpP2P/1P3NP1/2P5/5RK1 b - - 0 29	h7h5	-76	-17	17	runA150.pgn
5rk1/p5b1/6p1/2p1p2p/PpPpP2P/1P3NP1/2P2K2/5R2 b - - 1 30	g7f6	-74	-8	17	runA150.pgn
5rk1/p7/5bp1/2p1p2p/PpPpP2P/1P3NP1/2P1K3/5R2 b - - 3 31	a7a5	-61	-16	17	runA150.pgn
r1bqk2r/2p1nppp/1pnp4/pNb1p3/2P1P3/PP1P1N1P/3B1PP1/R2QKB1R w KQkq - 1 7	a1b1	123	39	61	runA150.pgn
r1bq1rk1/2p1nppp/1pnp4/pNb1p3/2P1P3/PP1P1N1P/3B1PP1/1R1QKB1R w K - 3 8	f1e2	99	44	61	runA150.pgn
r1bq1rk1/2p1n1pp/1pnp4/pNb1pp2/2P1P3/PP1P1N1P/3BBPP1/1R1QK2R w K - 0 9	e1g1	145	55	61	runA150.pgn
r2q1rk1/p4pbp/4p1p1/R2p4/Q1pPn3/2P1PP2/1P2R1PP/2B1N1K1 b - - 0 14	e4f6	-126	-73	2	runA150.pgn
r2q1rk1/p4pbp/4pnp1/R2p4/Q1pPP3/2P2P2/1P2R1PP/2B1N1K1 b - - 0 15	d8b6	-158	-76	2	runA150.pgn
r2r2k1/1ppq1pbp/p1n2np1/4p3/4PP2/2P2QP1/PP1N2BP/R1B2RK1 b - - 1 9	c6a5	-94	-46	2	runA150.pgn
r2r2k1/1ppq1pbp/p4np1/n3p3/4PP2/2P2QP1/PP1N2BP/R1B2R1K b - - 3 10	h7h6	-86	-42	2	runA150.pgn
2r1r3/p1Pk2pp/1pRBpp2/P2n4/3Pp2P/8/P2K1PP1/2R5 b - - 0 19	e6e5	-85	-23	2	runA150.pgn
2r1r3/p1Pk2pp/1pR2p2/P2np3/3Pp2P/B7/P2K1PP1/2R5 b - - 1 20	e8e6	-55	-14	2	runA150.pgn
r2rb1k1/1pqnbppp/p3p3/P1p1N3/2PP4/2B1P3/3NQPPP/RR4K1 w - - 5 14	e5d3	59	12	2	runA150.pgn
r2rb1k1/1pqnbppp/p3p3/P7/2Pp4/2BNP3/3NQPPP/RR4K1 w - - 0 15	e3d4	84	13	2	runA150.pgn
r3bnk1/1R3ppp/p2qp3/P7/2Pr4/2B3P1/3NQ2P/R5K1 w - - 1 21	a1b1	109	0	2	runA150.pgn
r3bnk1/1R3ppp/p2qp3/P7/2P5/2Br2P1/3NQ2P/1R4K1 w - - 3 22	d2e4	107	0	2	runA150.pgn
r2qkbnr/1b1npppp/p2p4/1pp5/P4P2/2P1P3/1P1P1NPP/RNBQKB1R w KQkq - 1 3	a4b5	56	3	2	runA150.pgn
r2qkbnr/1b1npppp/3p4/1pp5/5P2/2P1P3/1P1P1NPP/RNBQKB1R w KQkq - 0 4	a1a8	40	-2	2	runA150.pgn
2r1r1k1/ppbq1pp1/2p1bnn1/4p2p/PPP1P3/BN3NPP/2Q2PBK/3RR3 b - - 1 16	d7e7	-200	-112	6	runA150.pgn
2r1r1k1/ppb1qpp1/2p1bnn1/2N1p2p/PPP1P3/B4NPP/2Q2PBK/3RR3 b - - 3 17	h5h4	-190	-110	6	runA150.pgn
2r1r1k1/ppb1qpp1/2p1Nnn1/4p3/PPP1P2p/B4NPP/2Q2PBK/3RR3 b - - 0 18	e7e6	-191	-117	6	runA150.pgn
4r1k1/qp4b1/3r1n1p/1PP2pp1/1P2P3/6P1/p1N2PBP/3QR1K1 w - - 0 29	c5d6	127	72	2	runA150.pgn
4r1k1/qp4b1/3P1n1p/1P4p1/1P2p3/6P1/p1N2PBP/3QR1K1 w - - 0 30	g2h3	145	56	2	runA150.pgn
3r3k/qp1P2b1/5n1p/1P4p1/1P2p3/6PB/p1N2P1P/3QR1K1 w - - 1 32	d1e2	69	4	2	runA150.pgn
3r3k/qp1P2b1/5n1p/1P6/1P2p1p1/6PB/p1N1QP1P/4R1K1 w - - 0 33	h3g4	59	6	2	runA150.pgn
2rq1r1k/p1n1b2p/1p1p2pP/4pb2/1PPpN3/P2P1B2/3B1PP1/1R1Q1RK1 b - - 5 15	c7e6	-108	-49	3	runA150.pgn
2rq1r1k/p3b2p/1p1pn1pP/4pb2/PPPpN3/3P1B2/3B1PP1/1R1Q1RK1 b - - 0 16	e6g5	-96	-53	3	runA150.pgn
2rq1r1k/p3b2p/1p1p2pP/4pbn1/PPPp4/3P1BN1/3B1PP1/1R1Q1RK1 b - - 2 17	g5f3	-114	-57	3	runA150.pgn
2r2r1k/7p/1p1p3q/4pbp1/PP1p4/3P2N1/3Q1PP1/1RR3K1 b - - 1 24	c8b8	-159	-67	4	runA150.pgn
1r3r1k/7p/1p1p3q/P3pbp1/1P1p4/3P2N1/3Q1PP1/1RR3K1 b - - 0 25	h6g6	-169	-75	4	runA150.pgn
1r3r1k/7p/1p1p2q1/P3pNp1/1P1p4/3P4/3Q1PP1/1RR3K1 b - - 0 26	f8f5	-138	-81	4	runA150.pgn
1q5k/7p/1r1p4/1P2prp1/3p4/3P4/Q4PP1/1RR3K1 b - - 4 30	f5f8	-126	-57	5	runA150.pgn
1q3r1k/7p/1r1pQ3/1P2p1p1/3p4/3P4/5PP1/1RR3K1 b - - 6 31	b8b7	-129	-59	5	runA150.pgn
5r1k/1q5p/1r1pQ3/1P2p1p1/3p4/3P4/1R3PP1/2R3K1 b - - 8 32	b7f7	-102	-47	5	runA150.pgn
5r1k/2Q4p/1r1p4/1P2p1p1/3p4/3q4/1R3PP1/2R3K1 b - - 1 36	f8b8	-84	-38	2	runA150.pgn
1r5k/4Q2p/1r1p4/1P2p1p1/3p4/3q4/1R3PP1/2R3K1 b - - 3 37	d3g6	-91	-32	2	runA150.pgn
r2q1rk1/5p1p/p1b1pnp1/2pp4/Pb3P2/1P1BP3/1B1PQ1PP/RN3RK1 b - - 3 11	f6d7	71	15	3	runA150.pgn
r2q1rk1/3n1p1p/p1b1p1p1/2pp4/Pb3P2/NP1BP3/1B1PQ1PP/R4RK1 b - - 5 12	d8a5	73	14	3	runA150.pgn
r4rk1/3n1p1p/p1b1p1p1/q1pp4/Pb3P2/NP1BP3/1B1PQ1PP/R2R2K1 b - - 7 13	a5b6	53	-1	3	runA150.pgn
r3r1k1/3n1p1p/pqb1p1p1/b2p4/Pp1N1P2/3BP3/1B1PQ1PP/RR4K1 b - - 1 17	d7c5	30	-12	2	runA150.pgn
r3r1k1/5p1p/pqb1p1p1/b1np4/Pp1N1P1P/3BP3/1B1PQ1P1/RR4K1 b - - 0 18	c6a4	60	-22	2	runA150.pgn
6k1/5p2/p5p1/2R1p3/3p1P1q/1b2P3/1B1P2P1/1R4K1 b - - 1 32	f7f6	-91	-20	2	runA150.pgn
6k1/8/p4pp1/2R1p3/3p1P1q/1b2P3/1B1P2P1/5RK1 b - - 1 33	d4e3	-51	-9	2	runA150.pgn
rn1qkb1r/pp2n1pp/4bp2/1P1p4/3Pp3/8/PBPN1PPP/RN1QKB1R w KQkq - 2 5	c2c4	30	-21	3	runA150.pgn
rn1qkb1r/pp2n1pp/4b3/1P1p1p2/2PPp3/8/PB1N1PPP/RN1QKB1R w KQkq - 0 6	b1c3	10	-38	3	runA150.pgn
r2qkb1r/pp1nn1pp/4b3/1P1p1p2/2PPp3/2N5/PB1N1PPP/R2QKB1R w KQkq - 2 7	d1b3	13	-42	3	runA150.pgn
2rqkb1r/pp2n2p/4bnp1/1P1p1p2/2PPp3/1QN5/PB1NBPPP/R4RK1 w k - 0 10	b3a4	0	-64	2	runA150.pgn
2rqk2r/pp2n2p/4bnpb/1P1p1p2/Q1PPp3/2N5/PB1NBPPP/R4RK1 w k - 2 11	d2b3	-12	-66	2	runA150.pgn
r2qnrk1/5p2/1p2p3/p1npb1Pp/8/N2P1Q1P/PP2P1B1/R1B2RK1 b - - 3 17	e8g7	55	-12	4	runA150.pgn
r2q1rk1/5pn1/1p2p3/p1npb1Pp/8/N2PQ2P/PP2P1B1/R1B2RK1 b - - 5 18	e5b8	46	-6	4	runA150.pgn
rb1q1rk1/5pn1/1p2p3/pNnp2Pp/8/3PQ2P/PP2P1B1/R1B2RK1 b - - 7 19	d8d7	115	-7	4	runA150.pgn
5r2/5p1k/1p4r1/p1b2pPp/2P4P/3PPB2/P7/1RB3K1 b - - 2 31	f7f6	-137	-62	7	runA150.pgn
5r2/7k/1p3pr1/p1b2pPp/2PP3P/4PB2/P7/1RB3K1 b - - 0 32	c5b4	-103	-52	7	runA150.pgn
5r2/7k/1p3pr1/p4pPB/1bPP3P/4P3/P7/1RB3K1 b - - 0 33	g6g7	-93	-51	7	runA150.pgn
2r5/6r1/1R3p2/p2B1p1k/2PP4/P3P1b1/8/2B2K2 b - - 0 40	g3c7	-137	-67	3	runA150.pgn
2r5/2b3r1/5p2/pR1B1p1k/2PP4/P3P3/8/2B2K2 b - - 2 41	g7e7	-103	-54	3	runA150.pgn
2r5/2b1r3/5p2/pR3p1k/2PP4/P3PB2/8/2B2K2 b - - 4 42	h5g6	-101	-59	3	runA150.pgn
8/8/4K3/1k6/8/P1B5/8/8 b - - 4 66	b5c6	-147	-68	4	runA150.pgn
8/8/2k1K3/8/3B4/P7/8/8 b - - 6 67	c6c7	-148	-71	4	runA150.pgn
8/2k5/8/3K4/3B4/P7/8/8 b - - 8 68	c7b8	-140	-65	4	runA150.pgn
r3k2r/1Np1q1b1/p1n5/3bp2p/1P4p1/P1BPPp2/4BPPP/2RQ1RK1 w kq - 0 15	g2f3	0	-84	2	runA150.pgn
r3k2r/1Np3b1/p1n5/3bp2p/1P4pq/P1BPPP2/4BP1P/2RQ1RK1 w kq - 1 16	b7c5	-71	-135	2	runA150.pgn
7k/6p1/q6p/8/P7/6PP/P1Q4K/8 w - - 4 37	g3g4	82	27	33	runA150.pgn
7k/6p1/q7/7p/P5P1/7P/P1Q4K/8 w - - 0 38	a4a5	103	35	33	runA150.pgn
7k/6p1/4q3/P6p/6P1/7P/P1Q4K/8 w - - 1 39	h2g3	94	26	33	runA150.pgn
2k5/5r2/p3p1p1/p1p1P2p/P1P2P1b/1P2RKP1/2r5/6R1 w - - 0 35	g3h4	117	53	4	runA150.pgn
2k5/5r2/p3p1p1/p1p1P2p/P1P2P1P/1P2RK2/7r/6R1 w - - 1 36	g1g6	135	77	4	runA150.pgn
2k5/5r2/p3p1R1/p1p1P2p/P1P2P1r/1P2RK2/8/8 w - - 0 37	g6f6	136	32	4	runA150.pgn
3r2k1/5pq1/4p3/2b1P3/5P1p/p2B3P/4Q1P1/5R1K b - - 10 45	d8b8	133	49	40	runA150.pgn
1r4k1/5pq1/4p3/2b1PP2/7p/p2B3P/4Q1P1/5R1K b - - 0 46	b8b2	162	49	40	runA150.pgn
6k1/5pq1/4p3/2b1PP2/7p/p6P/1rB1Q1P1/5R1K b - - 2 47	e6f5	144	50	40	runA150.pgn
8/8/1Q1bk2K/8/6qP/8/8/8 b - - 22 88	g4h4	53	0	12	runA150.pgn
8/8/1Q1bk1K1/8/7q/8/8/8 b - - 1 89	h4g4	44	0	12	runA150.pgn
8/8/1Q1bk2K/8/6q1/8/8/8 b - - 3 90	g4h4	43	0	12	runA150.pgn
8/8/r7/8/6R1/8/3bk1K1/8 b - - 51 114	d2e3	71	31	19	runA150.pgn
8/8/r7/8/6R1/4b1K1/4k3/8 b - - 53 115	a6a1	78	28	19	runA150.pgn
8/8/8/8/6R1/4b3/4k1K1/r7 b - - 55 116	a1b1	78	31	19	runA150.pgn
rn2kb1r/ppq2pp1/2p1b2p/4p1P1/P2Pp3/4P1NP/1PPB1P2/R2QKB1R w KQkq - 2 8	g3e4	131	54	49	runA150.pgn
r3kb1r/ppqn1pp1/2p1b2p/4p1P1/P2PN3/4P2P/1PPB1P2/R2QKB1R w KQkq - 1 9	d1f3	153	72	49	runA150.pgn
2kr1b1r/ppqn1pp1/2p1b2p/4p1P1/P2PN3/4PQ1P/1PPB1P2/R3KB1R w KQ - 3 10	e1c1	145	84	49	runA150.pgn
r1bqkb1r/5pp1/1pn1p2p/p2pPn2/3P4/1P3N2/P1N1BPPP/R1BQK2R w KQkq - 4 9	e1g1	100	50	10	runA150.pgn
r2qkb1r/5pp1/bpn1p2p/p2pPn2/3P4/1P3N2/P1N1BPPP/R1BQ1RK1 w kq - 6 10	e2a6	97	56	10	runA150.pgn
3qkb1r/5pp1/rpn1p2p/p2pPn2/3P4/1P3N2/P1N2PPP/R1BQ1RK1 w k - 0 11	d1d3	104	60	10	runA150.pgn
6k1/p3qpr1/Ppbr4/2ppBB2/4p2P/2P1Q1PK/1P2P3/R4R2 b - - 0 29	e7e5	-174	-45	2	runA150.pgn
6k1/p4pr1/Ppbr4/2ppqB2/4pQ1P/2P3PK/1P2P3/R4R2 b - - 1 30	f7f6	-109	-37	2	runA150.pgn
1r1q1rk1/p4pbp/1nPpb1p1/8/1P1Pp3/P1N5/5PPP/R1BQNRK1 b - - 1 15	a7a6	62	-38	2	runA150.pgn
1r1q1rk1/5pbp/pnPpb1p1/8/1P1PN3/P7/5PPP/R1BQNRK1 b - - 0 16	e6d5	43	-30	2	runA150.pgn
2r3k1/1R6/4p2p/3p3q/1P3Pr1/4P1pn/3PN1Q1/R4K2 b - - 0 29	c8f8	85	0	5	runA150.pgn
5rk1/R7/4p2p/3p3q/1P3Pr1/4P1pn/3PN1Q1/R4K2 b - - 2 30	e6e5	122	30	5	runA150.pgn
5rk1/R7/7p/3pp2q/1P3Pr1/4P1pn/3PN1Q1/R3K3 b - - 1 31	e5f4	78	0	5	runA150.pgn
